geog,Population_2010,Population-Aged-60-and-Over_2010,Unemployed_2010,Labor-Force_2010,College-Graduates_2010,People-in-Poverty_2010,Vacant-Homes_2010,Owner-Occupied-Homes_2010,Renter-Occupied-Homes_2010,Total-Occupied-Homes_2010,Population_2015,Population-Aged-60-and-Over_2015,Unemployed_2015,Labor-Force_2015,College-Graduates_2015,People-in-Poverty_2015,Vacant-Homes_2015,Owner-Occupied-Homes_2015,Renter-Occupied-Homes_2015,Total-Occupied-Homes_2015,Population_2020,Population-Aged-60-and-Over_2020,Unemployed_2020,Labor-Force_2020,College-Graduates_2020,People-in-Poverty_2020,Vacant-Homes_2020,Owner-Occupied-Homes_2020,Renter-Occupied-Homes_2020,Total-Occupied-Homes_2020
17197881900,3748,316,184,1489,266,1745,367,264,1076,1340,3664,400,396,1525,166,1521,240,265,1184,1449,3672,321,299,1647,128,1286,247,271,1322,1593
17197881800,4301,382,204,2380,487,551,177,744,569,1313,4478,338,212,2178,528,644,160,649,642,1291,4122,393,144,2100,227,830,81,652,715,1367
17197881700,3276,710,128,2001,1097,199,70,1061,209,1271,2866,615,93,1671,968,209,154,920,222,1142,3165,873,77,1613,946,314,65,1132,193,1325
17197881604,2513,411,64,1459,514,264,44,700,474,1174,2772,435,210,1463,539,277,103,475,685,1160,2549,496,46,1559,569,436,63,527,565,1092
17197881603,3454,310,247,2061,467,372,42,534,919,1452,3389,341,197,1921,521,424,110,424,935,1360,3479,403,151,1921,310,557,142,478,1046,1524
17197881601,1698,455,41,995,368,119,93,421,336,757,1703,507,68,1013,610,145,43,523,248,771,2148,546,76,1224,281,84,16,553,353,906
17197881500,3147,644,135,1562,575,132,79,1102,197,1298,3404,935,166,1849,788,401,117,1120,103,1223,3224,761,74,1542,380,303,140,946,167,1113
17197881402,3195,601,160,1886,312,272,24,1133,164,1297,2958,591,60,1636,442,274,135,892,278,1170,3432,545,11,2045,425,368,23,1031,297,1328
17197881401,3250,552,45,1594,458,514,132,822,346,1168,3127,511,245,1691,343,397,117,563,564,1127,3530,476,67,1862,356,758,158,656,584,1240
17197881302,1681,157,114,1107,85,360,28,182,261,443,1447,181,134,647,57,396,12,183,231,413,1200,88,26,569,10,291,33,153,160,313
17197881301,3602,467,419,1516,114,1062,116,531,317,848,2950,246,134,1315,94,765,180,447,343,791,3097,401,85,1519,122,499,79,560,333,893
17197881202,2750,329,0,0,362,281,61,566,447,1014,2575,290,211,1241,247,870,110,343,473,816,2163,197,66,1078,146,293,125,299,395,694
17197881201,3424,351,0,0,185,972,158,480,447,926,2584,201,99,913,138,1001,139,321,434,755,2962,327,87,1334,213,866,133,367,492,859
17197881116,4128,561,101,1932,1033,113,0,1227,0,1227,4139,679,139,2226,1293,129,18,1252,16,1268,4178,734,42,2175,1251,42,0,1287,24,1311
17197881115,4205,389,168,2199,975,0,37,1191,176,1367,4246,577,135,2322,1266,96,0,1214,189,1403,4886,678,87,2919,1400,137,21,1439,122,1561
17197881113,3718,284,193,2304,910,165,0,1095,48,1143,3851,406,233,2249,1025,309,79,1050,87,1137,5758,611,96,2994,1596,80,34,1695,58,1753
17197881112,4963,625,93,2209,1349,86,123,1365,89,1454,5111,749,99,2615,1536,137,59,1565,118,1683,5254,758,182,2741,1243,182,70,1491,149,1640
17197881111,3171,616,84,1737,895,0,44,1049,128,1177,3283,703,128,1915,1015,105,82,1049,184,1233,2644,832,36,1447,825,78,143,1017,106,1123
17197881109,4406,299,196,2325,1022,215,97,1122,222,1344,4646,522,142,2756,1196,157,0,1047,503,1550,4397,756,101,2666,1224,104,47,1149,257,1406
17197881108,6249,741,96,2954,1730,247,0,1925,28,1953,6463,925,261,3564,1945,216,114,1921,107,2028,6500,1284,31,3402,1824,165,229,2267,88,2355
17197881107,2918,498,118,1655,927,128,0,1016,116,1132,2999,720,77,1560,788,179,0,940,180,1120,2331,663,55,1264,674,72,96,776,154,930
17197881105,5960,984,264,3093,1819,100,0,1813,88,1901,6266,1284,199,3573,2179,201,67,1880,104,1984,6627,1554,70,3279,2195,124,17,2295,31,2326
17197881012,2883,280,158,1700,889,56,0,955,0,955,3117,546,100,1718,949,21,11,964,4,968,2788,629,62,1595,580,91,15,843,14,857
17197881011,3239,674,189,1617,982,51,76,989,79,1068,3039,744,95,1548,758,177,63,1024,61,1085,3940,1240,89,1982,974,189,0,1207,75,1282
17197881010,3374,357,75,1828,922,118,0,1138,12,1150,3510,491,89,1901,955,38,96,1127,68,1195,4117,689,68,2163,800,150,23,1137,192,1329
17197881009,6527,445,100,3694,2085,0,37,2172,12,2184,7078,638,339,4066,2258,231,118,2140,146,2286,7021,825,186,3935,1833,175,88,2142,186,2328
17197881007,5743,574,113,2749,1652,135,99,1612,61,1673,6250,1087,211,3312,2211,213,0,1828,41,1869,6006,1521,230,3108,1871,161,84,1762,112,1874
17197881006,2720,530,76,1510,834,133,53,800,19,819,2636,581,76,1419,588,48,61,769,76,845,2421,736,21,1235,663,127,48,794,47,841
17197881005,3660,641,180,2060,1125,0,12,1152,44,1196,3342,901,73,1914,1182,54,27,1176,61,1237,3356,952,56,1859,875,135,34,1089,59,1148
17197881002,5492,718,90,2747,1167,461,36,1562,179,1741,5164,1145,147,2674,1379,272,32,1494,312,1806,5008,1349,186,2770,1330,137,88,1464,185,1649
17197881001,4892,578,192,2726,1168,65,86,1626,60,1686,5160,921,217,2931,1395,212,25,1660,158,1818,4867,1092,94,2725,1241,426,75,1521,122,1643
17197880905,2439,511,101,1317,220,136,53,814,256,1070,2510,380,53,1426,402,201,135,614,301,915,3000,348,181,1559,254,729,93,895,213,1108
17197880903,2865,542,68,1593,559,298,139,684,831,1515,2927,602,134,1323,564,792,112,565,918,1483,2867,528,149,1829,443,178,56,379,1141,1520
17197880901,6734,2138,133,3254,1519,509,121,2587,61,2648,6103,2186,204,2877,1413,323,85,2380,216,2596,5399,2464,43,2198,1140,570,110,2507,134,2641
17197880702,2676,609,264,1298,253,537,113,701,162,864,2907,431,216,1579,447,438,91,633,352,984,2977,399,62,1408,264,496,125,487,386,873
17197880701,4392,948,167,2370,801,449,113,1396,377,1772,4314,1162,119,2173,1218,305,169,1529,312,1842,4201,972,97,2108,843,596,27,1266,513,1779
17197880602,3347,544,157,2068,727,314,165,967,501,1468,3572,575,214,2129,761,464,228,1030,420,1450,3437,770,35,2032,851,280,238,975,536,1511
17197880601,3307,508,105,1677,985,11,65,1069,40,1109,3179,714,166,1829,996,60,38,1073,165,1238,2936,523,141,1850,809,171,0,1008,155,1163
17197880511,3524,193,0,0,916,167,78,851,116,966,4799,308,100,2367,961,718,38,880,214,1095,3869,438,71,2232,804,337,0,982,23,1005
17197880510,2480,68,0,0,643,291,181,621,347,969,3193,108,58,1546,709,390,122,658,392,1049,2630,206,20,1378,485,403,72,529,454,983
17197880509,4438,483,0,0,214,360,0,950,107,1057,2944,407,224,1699,378,426,327,746,171,918,4541,405,205,2562,193,284,137,1009,217,1226
17197880508,4611,454,0,0,695,395,0,1270,23,1293,4177,570,213,2174,750,300,41,1092,44,1135,3576,689,68,2134,277,60,110,987,96,1083
17197880503,4369,1646,147,1792,1210,31,119,1713,129,1842,4154,1876,85,1571,1073,373,139,1672,212,1884,4559,2215,68,1735,934,210,0,2008,241,2249
17197880502,5161,580,298,3007,1014,302,0,1498,207,1705,5064,786,297,3028,809,355,179,1405,273,1678,5335,1105,113,3129,938,352,24,1480,328,1808
17197880432,3875,178,0,0,709,106,0,947,50,997,4071,401,207,1975,843,386,40,1041,30,1071,4082,320,228,2199,488,29,0,1125,0,1125
17197880431,6008,222,0,0,1041,534,0,1568,99,1667,6299,408,268,3379,1134,333,60,1619,35,1654,6926,759,80,3831,1167,292,77,1684,185,1869
17197880430,3519,211,0,0,736,43,73,913,0,913,3902,361,182,2228,936,70,0,961,73,1034,4029,528,137,2525,659,393,49,1045,16,1061
17197880429,4681,287,0,0,986,59,106,1301,0,1301,5153,485,233,2940,1236,94,0,1367,103,1470,4437,367,31,2607,1092,38,0,1284,178,1462
17197880428,4244,382,0,0,787,158,95,1078,108,1186,5025,326,204,2893,1051,444,23,1280,194,1474,4622,483,106,2667,867,0,0,1260,213,1473
17197880427,2862,271,0,0,492,268,71,901,31,933,2573,342,128,1390,579,309,46,778,95,874,2739,538,82,1513,513,109,0,953,125,1078
17197880426,3531,174,0,0,862,270,0,999,37,1036,4147,236,131,2342,925,105,40,1032,107,1139,4206,274,124,2385,756,333,0,1077,77,1154
17197880425,4313,184,0,0,882,714,38,1008,18,1026,4399,115,105,2385,1028,795,96,1050,77,1127,4350,464,74,2384,668,136,39,1009,44,1053
17197880424,4556,210,0,0,1235,272,183,928,114,1042,4790,397,120,2231,1707,188,123,827,256,1083,4718,434,99,2481,1288,45,0,1148,37,1185
17197880423,2454,236,0,0,785,92,114,831,187,1019,2860,610,82,1489,747,75,64,936,293,1229,3171,961,87,1751,954,123,175,693,468,1161
17197880422,2629,238,0,0,819,93,142,579,263,842,3356,416,71,2062,1082,167,16,773,318,1091,4275,860,288,2420,1118,0,0,1172,212,1384
17197880421,5362,808,178,2649,1372,548,169,1624,87,1711,6063,843,228,3455,1900,372,79,1628,106,1735,6266,1063,159,3595,1518,411,45,1744,111,1855
17197880418,4968,379,214,2424,1232,66,46,1272,39,1311,5259,406,227,2985,1614,35,0,1437,29,1466,5533,824,226,3113,1570,106,58,1467,103,1570
17197880417,2760,358,248,1718,537,56,10,993,23,1016,2549,438,29,1414,833,52,50,898,45,943,2544,483,82,1477,632,133,8,791,196,987
17197880416,3047,206,77,1673,664,34,30,958,2,960,3001,219,91,1738,755,117,30,934,62,996,2966,298,114,1771,528,218,0,844,107,951
17197880414,4472,608,205,2559,620,108,44,1291,131,1422,4584,795,267,2674,1012,364,78,1338,69,1407,4551,811,105,2803,713,213,49,1459,106,1565
17197880412,4035,351,104,2242,708,149,89,1310,41,1351,4362,653,210,2479,988,96,143,1176,177,1353,3912,605,191,2677,697,291,12,1270,200,1470
17197880411,3905,1227,91,1630,770,58,141,994,233,1227,3465,752,96,1954,1086,130,60,939,225,1164,3581,802,31,1852,1002,141,67,1033,130,1163
17197880408,5366,305,108,2753,1109,87,86,1479,97,1576,5367,400,264,2892,1185,734,42,1331,294,1625,5181,511,162,2780,803,519,0,1365,218,1583
17197880326,3265,89,0,0,1272,134,5,868,96,963,3514,280,38,1754,1318,88,69,849,86,935,3159,228,14,1886,847,51,27,834,147,981
17197880325,3047,83,0,0,1187,125,6,891,98,990,3279,261,35,1637,1230,83,71,872,89,961,3257,351,162,2053,1231,82,47,909,210,1119
17197880324,4221,169,0,0,1730,208,104,1388,49,1437,4815,512,124,2586,1962,63,0,1279,75,1354,5197,371,196,2858,2267,132,11,1361,209,1570
17197880323,4964,409,0,0,2263,100,15,1303,45,1348,5562,1357,78,2508,3034,37,86,1676,97,1774,6106,1760,96,2614,3317,105,164,2070,256,2326
17197880322,4178,256,0,0,1760,117,28,1094,64,1158,4273,390,140,2152,2037,46,0,1227,12,1240,5890,887,85,3355,2587,0,70,1538,104,1642
17197880321,3030,162,0,0,1205,65,41,911,40,951,3838,259,107,2018,1390,38,24,1087,137,1224,4637,883,0,2070,1978,102,0,1448,121,1569
17197880320,3020,162,0,0,1201,65,34,766,34,800,3826,258,106,2012,1385,38,20,913,115,1029,3837,370,82,1985,1273,56,0,1041,0,1041
17197880319,3989,213,0,0,1586,85,50,1123,50,1173,5054,341,141,2657,1830,50,29,1340,169,1509,5039,299,95,3051,2315,20,0,1398,130,1528
17197880318,3375,59,0,0,1310,0,43,890,16,906,4137,456,160,2225,1777,14,0,1107,115,1222,3316,449,93,1828,1682,24,33,1000,127,1127
17197880317,4475,405,0,0,1676,354,136,1289,31,1320,4704,572,71,2670,1780,259,20,1278,84,1362,5191,868,157,2528,1986,62,66,1490,80,1570
17197880316,4227,167,0,0,1612,35,25,934,236,1170,3419,138,141,1798,1373,217,196,859,114,974,3440,432,135,1892,1717,228,67,881,247,1128
17197880315,3494,216,0,0,1418,116,70,1029,0,1029,3681,135,124,1872,1541,341,25,932,73,1006,3012,431,86,1751,1075,59,0,832,31,863
17197880314,6027,281,175,3184,1860,189,38,1585,45,1630,7317,541,207,4085,2899,74,115,1886,106,1992,7363,549,82,4340,2725,56,10,1959,15,1974
17197880309,5244,415,92,2311,2076,147,64,1358,16,1374,5240,453,109,2747,2340,7,14,1409,56,1465,4753,560,116,2560,2156,92,0,1374,25,1399
17197880307,5789,366,123,3152,2639,188,262,1626,360,1986,5720,745,107,3188,2747,580,169,1344,744,2089,6302,619,186,3530,2506,595,165,1308,743,2051
17197880305,5562,235,54,2628,2394,108,0,1500,0,1500,5032,606,81,2604,2551,81,20,1502,24,1526,5179,520,44,2874,2617,105,21,1511,56,1567
17197880304,5573,324,114,2837,2627,15,20,1531,33,1564,5165,513,105,2764,2699,182,7,1534,16,1550,4723,860,96,2352,2271,147,17,1427,43,1470
17197880303,3881,385,24,2165,1576,119,0,1284,16,1300,4322,531,142,2436,1779,146,0,1221,106,1327,4438,733,179,2480,1667,387,38,1297,72,1369
17197880204,5944,1585,249,2826,1231,264,178,1988,305,2293,5956,1546,113,3040,1765,145,191,1808,509,2317,5412,1819,95,2848,1187,206,236,1747,393,2140
17197880203,3784,595,200,2095,577,64,42,1110,114,1224,3940,529,231,1912,426,241,70,1139,123,1262,4085,389,82,2399,179,415,22,909,184,1093
17197880202,4352,735,187,2314,804,129,24,1474,83,1557,4381,662,187,2474,850,364,144,1215,276,1491,4817,836,127,2689,695,256,71,1447,94,1541
17197880125,5743,293,0,0,1802,161,38,1562,83,1645,5926,663,143,3266,2010,219,0,1495,84,1579,5056,380,87,3086,1916,202,0,1408,82,1490
17197880124,3565,248,0,0,1013,103,46,903,37,940,4054,426,165,2313,1327,215,28,1058,15,1073,3662,311,65,2121,1249,58,0,1029,0,1029
17197880123,3498,253,0,0,1035,342,76,878,286,1164,4084,472,98,2244,1580,34,11,929,337,1266,3863,853,11,2097,1226,38,64,972,293,1265
17197880122,5719,403,0,0,2126,236,0,1794,68,1862,5539,807,89,3068,1984,18,167,1472,68,1540,7823,1030,221,4605,2422,535,41,1892,222,2114
17197880119,4760,605,201,2473,2279,68,0,1512,32,1544,4523,791,169,2589,2225,193,13,1348,111,1459,4086,971,76,2142,1964,19,36,1304,66,1370
17197880118,5157,526,135,2782,2454,37,0,1482,0,1482,4790,877,101,2505,2412,70,0,1424,5,1429,4879,1207,92,2485,2424,47,19,1509,68,1577
17197880117,3608,561,110,1788,593,404,73,484,848,1332,3525,628,70,1531,443,1068,130,411,908,1319,3443,872,159,1853,846,540,127,566,974,1540
17197880116,2792,392,34,1623,845,28,0,926,93,1019,3015,660,97,1616,745,413,31,834,145,979,2871,632,36,1705,589,215,49,858,73,931
17197880115,2971,233,185,1873,474,206,152,875,92,967,3321,288,134,1720,438,490,145,788,231,1019,4525,715,132,2218,658,381,93,1098,222,1320
17197880114,2751,176,198,1701,281,314,151,316,640,956,2762,471,76,1492,455,524,95,247,783,1030,2662,461,98,1404,381,135,108,228,681,909
17197880113,3851,243,204,1835,385,561,95,895,62,957,3703,468,214,1784,486,899,147,666,316,982,3827,534,67,1956,388,759,72,683,432,1115
17197880112,2459,179,176,1375,494,30,0,557,78,635,2044,206,77,1139,475,129,41,545,55,600,1937,317,18,991,364,157,20,533,49,582
17197880111,3375,458,238,1665,569,165,104,964,92,1056,3644,525,181,1997,901,211,106,874,175,1049,4249,503,237,2525,586,577,18,969,249,1218
17197880109,5324,615,308,3238,1523,324,123,1642,72,1714,5793,1125,320,3286,1711,606,113,1594,174,1768,5303,1170,161,3016,1327,359,62,1628,232,1860
17197880107,5443,431,289,3162,890,408,135,1303,265,1568,4958,661,240,2480,1086,504,136,1236,313,1549,4938,862,160,2689,741,799,29,1101,418,1519
17197880106,4655,520,293,2716,974,195,0,1300,194,1494,4700,586,261,2432,720,399,233,1165,218,1383,4910,879,175,2940,803,441,56,1247,297,1544
17197880105,8069,706,246,4428,2448,457,81,2223,46,2269,7856,1014,283,4673,2293,249,200,1957,239,2196,6397,1059,160,3536,1346,318,54,1785,264,2049
17195001800,2213,373,25,1242,396,196,32,750,34,784,2183,617,79,1172,518,150,22,772,70,842,2237,556,35,1015,310,330,63,739,81,820
17195001700,3436,699,150,1532,303,922,84,958,432,1390,3402,972,248,1616,270,719,137,1050,368,1418,3102,759,76,1451,95,793,167,780,588,1368
17195001600,2886,588,51,1411,355,320,70,711,573,1284,2627,650,228,1304,389,370,122,750,469,1219,2357,682,105,1074,61,294,176,648,344,992
17195001500,3215,635,240,1816,362,531,202,811,582,1393,3082,608,208,1628,443,651,221,999,376,1375,3384,955,72,2046,344,535,198,1116,433,1549
17195001400,2230,751,100,1000,415,209,89,752,143,895,2430,804,113,1123,462,171,76,793,200,993,2116,657,17,1007,309,100,129,732,133,865
17195001300,3136,697,92,1346,463,575,22,686,496,1182,2670,667,25,1116,531,580,42,722,457,1179,2552,749,39,1279,268,180,114,676,472,1148
17195001200,3955,687,191,2024,737,524,205,1084,452,1536,4014,807,194,2117,752,471,95,1213,444,1657,4173,837,68,2048,523,737,146,1081,608,1689
17195001102,1895,156,0,0,223,147,239,416,284,700,1797,209,76,948,130,448,206,261,386,647,1736,288,40,878,121,210,54,491,272,763
17195001101,3157,596,0,0,717,448,55,828,473,1301,3031,831,70,1556,624,183,162,766,387,1153,2911,653,93,1604,475,302,0,716,515,1231
17195001000,2746,680,110,1310,257,497,153,858,239,1097,2888,530,214,1448,293,507,163,882,149,1031,2547,573,59,1354,168,241,185,784,283,1067
17195000900,3466,1042,61,1697,1156,98,143,1183,299,1482,3546,1272,62,1527,927,357,67,1071,450,1521,3345,1339,19,1456,761,58,158,992,443,1435
17195000800,2333,442,24,1053,277,417,95,563,213,776,2002,535,80,1033,347,211,75,629,191,820,2249,578,37,1177,332,109,98,718,129,847
17195000700,2817,808,113,1409,506,312,108,845,194,1039,2813,770,101,1197,555,300,178,876,226,1102,2771,998,84,1297,435,175,147,903,171,1074
17195000600,4167,956,136,2088,725,386,115,1435,283,1718,4130,1046,82,2151,760,476,126,1354,293,1647,3988,1048,58,2061,513,254,179,1387,395,1782
17195000500,3583,1050,69,1954,774,198,92,1433,256,1689,3469,935,100,1803,831,311,78,1111,469,1580,3255,1129,33,1349,535,281,138,1152,436,1588
17195000400,3271,832,161,1851,586,99,110,1131,157,1288,3114,828,133,1523,620,293,135,1148,204,1352,3057,929,64,1460,434,102,238,1079,177,1256
17195000300,3115,733,144,1650,482,257,181,954,316,1270,3476,801,101,1776,596,248,77,1017,306,1323,2932,860,37,1447,405,268,189,939,225,1164
17195000200,3102,816,72,1518,597,126,65,1134,143,1277,2979,885,103,1440,655,143,86,971,244,1215,3003,1060,18,1366,755,150,73,1073,146,1219
17195000100,4027,906,152,2132,731,168,70,1367,131,1498,3872,887,91,2210,968,151,134,1346,128,1474,3868,1113,65,1929,548,180,154,1258,110,1368
17193958400,3254,662,117,1803,658,480,218,1188,188,1375,3215,732,167,1567,637,379,285,1073,272,1345,2882,712,99,1327,304,553,309,978,206,1184
17193958300,2653,635,124,1400,510,368,194,982,169,1151,2686,728,148,1321,505,231,138,906,220,1126,2579,943,33,1113,419,292,158,1006,98,1104
17193958200,3007,842,57,1507,615,329,187,1057,301,1358,2987,799,98,1353,594,405,182,976,278,1254,2832,803,98,1404,342,444,202,940,317,1257
17193958100,3512,1245,98,1516,726,424,85,1226,306,1532,3475,1195,93,1506,807,366,145,1034,505,1538,3447,1237,50,1526,547,349,140,1297,359,1656
17193958000,2375,480,184,1238,229,528,126,710,338,1048,2101,498,86,939,192,535,208,615,294,909,1972,449,100,933,82,383,315,604,235,839
17191955300,2910,785,128,1383,463,355,162,965,252,1217,3195,765,45,1462,475,513,180,1075,176,1251,2562,860,31,1177,203,256,154,978,214,1192
17191955200,3330,925,59,1587,658,612,82,896,697,1593,2952,846,59,1267,576,432,155,957,462,1419,3052,731,33,1369,312,488,151,911,488,1399
17191955100,3074,820,197,1466,564,592,137,978,392,1370,2719,728,128,1429,531,474,174,935,373,1308,2750,875,38,1285,326,363,190,959,434,1393
17191955000,4182,970,106,1984,814,421,254,1433,235,1668,4501,1086,132,2147,908,612,139,1548,211,1759,4612,1087,81,2100,420,711,202,1417,297,1714
17191954900,3350,769,108,1881,616,416,183,1174,190,1364,3188,890,61,1645,731,354,214,1135,171,1306,3333,1076,97,1600,378,329,192,1194,222,1416
17189950400,4226,977,128,2341,843,225,174,1531,170,1701,4149,1007,151,2272,837,520,237,1403,289,1693,3858,1178,87,2066,604,271,276,1493,233,1726
17189950300,3339,770,71,1797,770,451,40,1074,319,1393,3224,893,110,1575,905,677,153,895,418,1312,3103,935,107,1512,501,246,63,954,428,1382
17189950200,3837,900,109,2163,746,278,95,1338,275,1613,3642,807,39,1969,892,184,246,1258,232,1490,3872,1103,113,2197,668,135,183,1255,343,1598
17189950100,3440,679,107,1823,597,389,178,1095,255,1350,3443,790,118,1798,727,453,162,997,285,1283,3134,801,84,1684,345,379,111,1045,269,1314
17187870500,4746,888,204,2533,590,945,252,1211,605,1816,5061,955,322,2452,886,1140,163,1359,568,1927,4752,946,461,2519,721,869,292,1153,602,1755
17187870400,5361,1134,170,2429,783,684,111,1339,614,1953,5041,1161,230,2622,964,608,183,1283,615,1898,4815,1369,136,2277,556,382,122,1344,603,1947
17187870300,3179,854,113,1629,813,133,58,952,225,1177,2855,824,110,1372,662,138,154,933,141,1074,2557,749,63,1446,352,232,113,1000,132,1132
17187870200,2490,711,87,1261,682,244,175,783,295,1078,2591,718,111,1358,666,328,155,882,196,1078,2434,792,46,1170,516,176,150,793,199,992
17187870100,1969,464,50,1027,375,210,257,700,154,854,2153,516,46,1085,380,250,206,709,143,852,2423,537,30,1280,373,158,217,830,133,963
17185957500,2961,537,79,1479,484,581,123,952,284,1236,2708,525,140,1500,529,511,162,721,480,1201,2274,636,80,1159,272,311,293,811,221,1032
17185957400,2401,418,104,1249,603,383,201,717,178,895,1938,355,124,1096,555,172,195,594,177,771,1965,568,30,989,311,265,169,576,252,828
17185957300,2834,977,78,1203,677,251,174,918,362,1280,3087,881,138,1515,751,421,118,943,397,1339,3344,1148,55,1514,551,408,61,1210,326,1536
17185957200,3945,782,78,1892,853,348,255,1341,150,1490,3918,1096,125,1917,866,343,193,1324,236,1560,3807,874,79,1890,406,369,256,1250,134,1384
